,strain,gene,genotype,growth_rate
492,seg_01B,gene_6544,Wild isolate,6.72044718438651
493,seg_01B,gene_6557,Wild isolate,6.72044718438651
494,seg_01B,gene_6570,Wild isolate,6.72044718438651
495,seg_01B,gene_6584,Wild isolate,6.72044718438651
496,seg_01B,gene_6597,Wild isolate,6.72044718438651
497,seg_01B,gene_6610,Wild isolate,6.72044718438651
498,seg_01B,gene_6624,Wild isolate,6.72044718438651
499,seg_01B,gene_6637,Wild isolate,6.72044718438651
500,seg_01B,gene_6650,Wild isolate,6.72044718438651
501,seg_01B,gene_6664,Wild isolate,6.72044718438651
502,seg_01B,gene_6677,Wild isolate,6.72044718438651
503,seg_01B,gene_6690,Wild isolate,6.72044718438651
504,seg_01B,gene_6704,Wild isolate,6.72044718438651
505,seg_01B,gene_6717,Wild isolate,6.72044718438651
506,seg_01B,gene_6730,Wild isolate,6.72044718438651
507,seg_01B,gene_6744,Wild isolate,6.72044718438651
508,seg_01B,gene_6757,Wild isolate,6.72044718438651
509,seg_01B,gene_6770,Lab strain,6.72044718438651
510,seg_01B,gene_6784,Lab strain,6.72044718438651
511,seg_01B,gene_6797,Lab strain,6.72044718438651
512,seg_01B,gene_6810,Lab strain,6.72044718438651
513,seg_01B,gene_6824,Lab strain,6.72044718438651
514,seg_01B,gene_6837,Lab strain,6.72044718438651
515,seg_01B,gene_6850,Lab strain,6.72044718438651
516,seg_01B,gene_6864,Lab strain,6.72044718438651
517,seg_01B,gene_6877,Lab strain,6.72044718438651
518,seg_01B,gene_6890,Lab strain,6.72044718438651
519,seg_01B,gene_6904,Lab strain,6.72044718438651
520,seg_01B,gene_6917,Lab strain,6.72044718438651
521,seg_01B,gene_6930,Lab strain,6.72044718438651
522,seg_01B,gene_6944,Lab strain,6.72044718438651
523,seg_01B,gene_6957,Wild isolate,6.72044718438651
524,seg_01B,gene_6970,Lab strain,6.72044718438651
525,seg_01B,gene_6983,Lab strain,6.72044718438651
526,seg_01B,gene_6997,Lab strain,6.72044718438651
527,seg_01B,gene_7010,Lab strain,6.72044718438651
528,seg_01B,gene_7023,Wild isolate,6.72044718438651
529,seg_01B,gene_7037,Wild isolate,6.72044718438651
530,seg_01B,gene_7050,Wild isolate,6.72044718438651
531,seg_01B,gene_7063,Lab strain,6.72044718438651
532,seg_01B,gene_7077,Lab strain,6.72044718438651
533,seg_01B,gene_7090,Lab strain,6.72044718438651
534,seg_01B,gene_7103,Lab strain,6.72044718438651
535,seg_01B,gene_7117,Lab strain,6.72044718438651
536,seg_01B,gene_7130,Lab strain,6.72044718438651
537,seg_01B,gene_7143,Lab strain,6.72044718438651
538,seg_01B,gene_7157,Lab strain,6.72044718438651
539,seg_01B,gene_7170,Lab strain,6.72044718438651
540,seg_01B,gene_7183,Wild isolate,6.72044718438651
541,seg_01B,gene_7197,Wild isolate,6.72044718438651
542,seg_01B,gene_7210,Wild isolate,6.72044718438651
543,seg_01B,gene_7223,Wild isolate,6.72044718438651
544,seg_01B,gene_7237,Wild isolate,6.72044718438651
545,seg_01B,gene_7250,Wild isolate,6.72044718438651
546,seg_01B,gene_7263,Wild isolate,6.72044718438651
547,seg_01B,gene_7277,Wild isolate,6.72044718438651
548,seg_01B,gene_7290,Wild isolate,6.72044718438651
549,seg_01B,gene_7303,Wild isolate,6.72044718438651
550,seg_01B,gene_7317,Wild isolate,6.72044718438651
551,seg_01B,gene_7330,Wild isolate,6.72044718438651
552,seg_01B,gene_7343,Wild isolate,6.72044718438651
553,seg_01B,gene_7357,Wild isolate,6.72044718438651
554,seg_01B,gene_7370,Wild isolate,6.72044718438651
555,seg_01B,gene_7383,Wild isolate,6.72044718438651
556,seg_01B,gene_7397,Lab strain,6.72044718438651
557,seg_01B,gene_7410,Lab strain,6.72044718438651
558,seg_01B,gene_7423,Lab strain,6.72044718438651
559,seg_01B,gene_7437,Lab strain,6.72044718438651
560,seg_01B,gene_7450,Lab strain,6.72044718438651
561,seg_01B,gene_7463,Lab strain,6.72044718438651
562,seg_01B,gene_7477,Lab strain,6.72044718438651
563,seg_01B,gene_7490,Lab strain,6.72044718438651
564,seg_01B,gene_7503,Lab strain,6.72044718438651
565,seg_01B,gene_7517,Lab strain,6.72044718438651
566,seg_01B,gene_7530,Lab strain,6.72044718438651
567,seg_01B,gene_7543,Lab strain,6.72044718438651
568,seg_01B,gene_7557,Lab strain,6.72044718438651
569,seg_01B,gene_7570,Lab strain,6.72044718438651
570,seg_01B,gene_7583,Lab strain,6.72044718438651
571,seg_01B,gene_7597,Lab strain,6.72044718438651
572,seg_01B,gene_7610,Lab strain,6.72044718438651
573,seg_01B,gene_7623,Lab strain,6.72044718438651
574,seg_01B,gene_7636,Lab strain,6.72044718438651
575,seg_01B,gene_7650,Lab strain,6.72044718438651
576,seg_01B,gene_7663,Lab strain,6.72044718438651
577,seg_01B,gene_7676,Lab strain,6.72044718438651
578,seg_01B,gene_7690,Lab strain,6.72044718438651
579,seg_01B,gene_7703,Lab strain,6.72044718438651
580,seg_01B,gene_7716,Lab strain,6.72044718438651
581,seg_01B,gene_7730,Lab strain,6.72044718438651
582,seg_01B,gene_7743,Lab strain,6.72044718438651
583,seg_01B,gene_7756,Lab strain,6.72044718438651
584,seg_01B,gene_7770,Lab strain,6.72044718438651
585,seg_01B,gene_7783,Lab strain,6.72044718438651
586,seg_01B,gene_7796,Lab strain,6.72044718438651
587,seg_01B,gene_7810,Lab strain,6.72044718438651
588,seg_01B,gene_7823,Lab strain,6.72044718438651
589,seg_01B,gene_7836,Lab strain,6.72044718438651
590,seg_01B,gene_7850,Lab strain,6.72044718438651
591,seg_01B,gene_7863,Lab strain,6.72044718438651
592,seg_01B,gene_7876,Lab strain,6.72044718438651
593,seg_01B,gene_7890,Lab strain,6.72044718438651
594,seg_01B,gene_7903,Lab strain,6.72044718438651
595,seg_01B,gene_7916,Lab strain,6.72044718438651
596,seg_01B,gene_7930,Lab strain,6.72044718438651
597,seg_01B,gene_7943,Wild isolate,6.72044718438651
598,seg_01B,gene_7956,Lab strain,6.72044718438651
599,seg_01B,gene_7970,Lab strain,6.72044718438651
600,seg_01B,gene_7983,Lab strain,6.72044718438651
601,seg_01B,gene_7996,Lab strain,6.72044718438651
602,seg_01B,gene_8010,Lab strain,6.72044718438651
603,seg_01B,gene_8023,Lab strain,6.72044718438651
604,seg_01B,gene_8036,Lab strain,6.72044718438651
605,seg_01B,gene_8050,Lab strain,6.72044718438651
606,seg_01B,gene_8063,Lab strain,6.72044718438651
607,seg_01B,gene_8076,Lab strain,6.72044718438651
608,seg_01B,gene_8090,Lab strain,6.72044718438651
609,seg_01B,gene_8103,Lab strain,6.72044718438651
610,seg_01B,gene_8116,Lab strain,6.72044718438651
611,seg_01B,gene_8130,Lab strain,6.72044718438651
612,seg_01B,gene_8143,Lab strain,6.72044718438651
613,seg_01B,gene_8156,Lab strain,6.72044718438651
614,seg_01B,gene_8170,Lab strain,6.72044718438651
615,seg_01B,gene_8183,Lab strain,6.72044718438651
616,seg_01B,gene_8196,Wild isolate,6.72044718438651
617,seg_01B,gene_8210,Wild isolate,6.72044718438651
618,seg_01B,gene_8223,Wild isolate,6.72044718438651
619,seg_01B,gene_8236,Wild isolate,6.72044718438651
620,seg_01B,gene_8249,Wild isolate,6.72044718438651
621,seg_01B,gene_8263,Wild isolate,6.72044718438651
622,seg_01B,gene_8276,Wild isolate,6.72044718438651
623,seg_01B,gene_8289,Wild isolate,6.72044718438651
624,seg_01B,gene_8303,Wild isolate,6.72044718438651
625,seg_01B,gene_8316,Wild isolate,6.72044718438651
626,seg_01B,gene_8329,Wild isolate,6.72044718438651
627,seg_01B,gene_8343,Wild isolate,6.72044718438651
628,seg_01B,gene_8356,Wild isolate,6.72044718438651
629,seg_01B,gene_8369,Wild isolate,6.72044718438651
630,seg_01B,gene_8383,Wild isolate,6.72044718438651
631,seg_01B,gene_8396,Wild isolate,6.72044718438651
632,seg_01B,gene_8409,Wild isolate,6.72044718438651
633,seg_01B,gene_8423,Wild isolate,6.72044718438651
634,seg_01B,gene_8436,Wild isolate,6.72044718438651
635,seg_01B,gene_8449,Wild isolate,6.72044718438651
636,seg_01B,gene_8463,Wild isolate,6.72044718438651
637,seg_01B,gene_8476,Wild isolate,6.72044718438651
638,seg_01B,gene_8489,Wild isolate,6.72044718438651
639,seg_01B,gene_8503,Wild isolate,6.72044718438651
640,seg_01B,gene_8516,Wild isolate,6.72044718438651
641,seg_01B,gene_8529,Wild isolate,6.72044718438651
642,seg_01B,gene_8543,Wild isolate,6.72044718438651
643,seg_01B,gene_8556,Wild isolate,6.72044718438651
644,seg_01B,gene_8569,Wild isolate,6.72044718438651
645,seg_01B,gene_8583,Wild isolate,6.72044718438651
646,seg_01B,gene_8596,Wild isolate,6.72044718438651
647,seg_01B,gene_8609,Wild isolate,6.72044718438651
648,seg_01B,gene_8623,Lab strain,6.72044718438651
649,seg_01B,gene_8636,Lab strain,6.72044718438651
650,seg_01B,gene_8649,Lab strain,6.72044718438651
651,seg_01B,gene_8663,Lab strain,6.72044718438651
652,seg_01B,gene_8676,Lab strain,6.72044718438651
653,seg_01B,gene_8689,Lab strain,6.72044718438651
654,seg_01B,gene_8703,Lab strain,6.72044718438651
655,seg_01B,gene_8716,Lab strain,6.72044718438651
656,seg_01B,gene_8729,Lab strain,6.72044718438651
657,seg_01B,gene_8743,Lab strain,6.72044718438651
658,seg_01B,gene_8756,Lab strain,6.72044718438651
659,seg_01B,gene_8769,Lab strain,6.72044718438651
660,seg_01B,gene_8783,Lab strain,6.72044718438651
661,seg_01B,gene_8796,Lab strain,6.72044718438651
662,seg_01B,gene_8809,Lab strain,6.72044718438651
663,seg_01B,gene_8823,Lab strain,6.72044718438651
664,seg_01B,gene_8836,Wild isolate,6.72044718438651
665,seg_01B,gene_8849,Wild isolate,6.72044718438651
666,seg_01B,gene_8863,Wild isolate,6.72044718438651
667,seg_01B,gene_8876,Wild isolate,6.72044718438651
668,seg_01B,gene_8889,Wild isolate,6.72044718438651
669,seg_01B,gene_8902,Wild isolate,6.72044718438651
670,seg_01B,gene_8916,Wild isolate,6.72044718438651
671,seg_01B,gene_8929,Wild isolate,6.72044718438651
672,seg_01B,gene_8942,Wild isolate,6.72044718438651
673,seg_01B,gene_8956,Wild isolate,6.72044718438651
674,seg_01B,gene_8969,Wild isolate,6.72044718438651
675,seg_01B,gene_8982,Wild isolate,6.72044718438651
676,seg_01B,gene_8996,Wild isolate,6.72044718438651
677,seg_01B,gene_9009,Wild isolate,6.72044718438651
678,seg_01B,gene_9022,Wild isolate,6.72044718438651
679,seg_01B,gene_9036,Wild isolate,6.72044718438651
680,seg_01B,gene_9049,Wild isolate,6.72044718438651
681,seg_01B,gene_9062,Wild isolate,6.72044718438651
682,seg_01B,gene_9076,Wild isolate,6.72044718438651
683,seg_01B,gene_9089,Lab strain,6.72044718438651
684,seg_01B,gene_9102,Lab strain,6.72044718438651
685,seg_01B,gene_9116,Lab strain,6.72044718438651
686,seg_01B,gene_9129,Lab strain,6.72044718438651
687,seg_01B,gene_9142,Lab strain,6.72044718438651
688,seg_01B,gene_9156,Lab strain,6.72044718438651
689,seg_01B,gene_9169,Lab strain,6.72044718438651
690,seg_01B,gene_9182,Lab strain,6.72044718438651
691,seg_01B,gene_9196,Lab strain,6.72044718438651
692,seg_01B,gene_9209,Lab strain,6.72044718438651
693,seg_01B,gene_9222,Lab strain,6.72044718438651
694,seg_01B,gene_9236,Lab strain,6.72044718438651
695,seg_01B,gene_9249,Lab strain,6.72044718438651
696,seg_01B,gene_9262,Lab strain,6.72044718438651
697,seg_01B,gene_9276,Lab strain,6.72044718438651
698,seg_01B,gene_9289,Lab strain,6.72044718438651
699,seg_01B,gene_9302,Lab strain,6.72044718438651
700,seg_01B,gene_9316,Wild isolate,6.72044718438651
701,seg_01B,gene_9329,Wild isolate,6.72044718438651
702,seg_01B,gene_9342,Wild isolate,6.72044718438651
703,seg_01B,gene_9356,Wild isolate,6.72044718438651
704,seg_01B,gene_9369,Wild isolate,6.72044718438651
705,seg_01B,gene_9382,Wild isolate,6.72044718438651
706,seg_01B,gene_9396,Wild isolate,6.72044718438651
707,seg_01B,gene_9409,Wild isolate,6.72044718438651
708,seg_01B,gene_9422,Wild isolate,6.72044718438651
709,seg_01B,gene_9436,Wild isolate,6.72044718438651
710,seg_01B,gene_9449,Wild isolate,6.72044718438651
711,seg_01B,gene_9462,Wild isolate,6.72044718438651
712,seg_01B,gene_9476,Wild isolate,6.72044718438651
713,seg_01B,gene_9489,Wild isolate,6.72044718438651
714,seg_01B,gene_9502,Wild isolate,6.72044718438651
715,seg_01B,gene_9515,Wild isolate,6.72044718438651
716,seg_01B,gene_9529,Wild isolate,6.72044718438651
717,seg_01B,gene_9542,Wild isolate,6.72044718438651
718,seg_01B,gene_9555,Wild isolate,6.72044718438651
719,seg_01B,gene_9569,Wild isolate,6.72044718438651
720,seg_01B,gene_9582,Wild isolate,6.72044718438651
721,seg_01B,gene_9595,Wild isolate,6.72044718438651
722,seg_01B,gene_9609,Wild isolate,6.72044718438651
723,seg_01B,gene_9622,Wild isolate,6.72044718438651
724,seg_01B,gene_9635,Wild isolate,6.72044718438651
725,seg_01B,gene_9649,Wild isolate,6.72044718438651
726,seg_01B,gene_9662,Wild isolate,6.72044718438651
727,seg_01B,gene_9675,Wild isolate,6.72044718438651
728,seg_01B,gene_9689,Wild isolate,6.72044718438651
729,seg_01B,gene_9702,Wild isolate,6.72044718438651
730,seg_01B,gene_9715,Wild isolate,6.72044718438651
731,seg_01B,gene_9729,Wild isolate,6.72044718438651
732,seg_01B,gene_9742,Wild isolate,6.72044718438651
733,seg_01B,gene_9755,Wild isolate,6.72044718438651
734,seg_01B,gene_9769,Wild isolate,6.72044718438651
735,seg_01B,gene_9782,Wild isolate,6.72044718438651
736,seg_01B,gene_9795,Wild isolate,6.72044718438651
737,seg_01B,gene_9809,Wild isolate,6.72044718438651
738,seg_01B,gene_9822,Wild isolate,6.72044718438651
739,seg_01B,gene_9835,Wild isolate,6.72044718438651
740,seg_01B,gene_9849,Wild isolate,6.72044718438651
741,seg_01B,gene_9862,Wild isolate,6.72044718438651
742,seg_01B,gene_9875,Wild isolate,6.72044718438651
743,seg_01B,gene_9889,Wild isolate,6.72044718438651
744,seg_01B,gene_9902,Wild isolate,6.72044718438651
745,seg_01B,gene_9915,Wild isolate,6.72044718438651
746,seg_01B,gene_9929,Wild isolate,6.72044718438651
747,seg_01B,gene_9942,Wild isolate,6.72044718438651
748,seg_01B,gene_9955,Lab strain,6.72044718438651
749,seg_01B,gene_9969,Lab strain,6.72044718438651
750,seg_01B,gene_9982,Lab strain,6.72044718438651
751,seg_01B,gene_9995,Lab strain,6.72044718438651
752,seg_01B,gene_10009,Lab strain,6.72044718438651
753,seg_01B,gene_10022,Lab strain,6.72044718438651
754,seg_01B,gene_10035,Lab strain,6.72044718438651
755,seg_01B,gene_10049,Lab strain,6.72044718438651
756,seg_01B,gene_10062,Lab strain,6.72044718438651
757,seg_01B,gene_10075,Lab strain,6.72044718438651
758,seg_01B,gene_10089,Lab strain,6.72044718438651
759,seg_01B,gene_10102,Lab strain,6.72044718438651
760,seg_01B,gene_10115,Lab strain,6.72044718438651
761,seg_01B,gene_10129,Lab strain,6.72044718438651
762,seg_01B,gene_10142,Lab strain,6.72044718438651
763,seg_01B,gene_10155,Lab strain,6.72044718438651
764,seg_01B,gene_10168,Lab strain,6.72044718438651
765,seg_01B,gene_10182,Lab strain,6.72044718438651
766,seg_01B,gene_10195,Lab strain,6.72044718438651
767,seg_01B,gene_10208,Lab strain,6.72044718438651
768,seg_01B,gene_10222,Lab strain,6.72044718438651
769,seg_01B,gene_10235,Lab strain,6.72044718438651
770,seg_01B,gene_10248,Wild isolate,6.72044718438651
771,seg_01B,gene_10262,Wild isolate,6.72044718438651
772,seg_01B,gene_10275,Wild isolate,6.72044718438651
773,seg_01B,gene_10288,Wild isolate,6.72044718438651
774,seg_01B,gene_10302,Wild isolate,6.72044718438651
775,seg_01B,gene_10315,Wild isolate,6.72044718438651
776,seg_01B,gene_10328,Wild isolate,6.72044718438651
777,seg_01B,gene_10342,Wild isolate,6.72044718438651
778,seg_01B,gene_10355,Wild isolate,6.72044718438651
779,seg_01B,gene_10368,Wild isolate,6.72044718438651
780,seg_01B,gene_10382,Wild isolate,6.72044718438651
781,seg_01B,gene_10395,Wild isolate,6.72044718438651
782,seg_01B,gene_10408,Wild isolate,6.72044718438651
783,seg_01B,gene_10422,Wild isolate,6.72044718438651
784,seg_01B,gene_10435,Wild isolate,6.72044718438651
785,seg_01B,gene_10448,Wild isolate,6.72044718438651
786,seg_01B,gene_10462,Lab strain,6.72044718438651
787,seg_01B,gene_10475,Lab strain,6.72044718438651
788,seg_01B,gene_10488,Lab strain,6.72044718438651
789,seg_01B,gene_10502,Wild isolate,6.72044718438651
790,seg_01B,gene_10515,Wild isolate,6.72044718438651
791,seg_01B,gene_10528,Wild isolate,6.72044718438651
792,seg_01B,gene_10542,Wild isolate,6.72044718438651
793,seg_01B,gene_10555,Wild isolate,6.72044718438651
794,seg_01B,gene_10568,Wild isolate,6.72044718438651
795,seg_01B,gene_10582,Wild isolate,6.72044718438651
796,seg_01B,gene_10595,Wild isolate,6.72044718438651
797,seg_01B,gene_10608,Wild isolate,6.72044718438651
798,seg_01B,gene_10622,Wild isolate,6.72044718438651
799,seg_01B,gene_10635,Wild isolate,6.72044718438651
800,seg_01B,gene_10648,Wild isolate,6.72044718438651
801,seg_01B,gene_10662,Wild isolate,6.72044718438651
802,seg_01B,gene_10675,Wild isolate,6.72044718438651
803,seg_01B,gene_10688,Wild isolate,6.72044718438651
804,seg_01B,gene_10702,Wild isolate,6.72044718438651
805,seg_01B,gene_10715,Wild isolate,6.72044718438651
806,seg_01B,gene_10728,Wild isolate,6.72044718438651
807,seg_01B,gene_10742,Wild isolate,6.72044718438651
808,seg_01B,gene_10755,Wild isolate,6.72044718438651
809,seg_01B,gene_10768,Wild isolate,6.72044718438651
810,seg_01B,gene_10781,Wild isolate,6.72044718438651
811,seg_01B,gene_10795,Wild isolate,6.72044718438651
812,seg_01B,gene_10808,Wild isolate,6.72044718438651
813,seg_01B,gene_10821,Wild isolate,6.72044718438651
814,seg_01B,gene_10835,Wild isolate,6.72044718438651
815,seg_01B,gene_10848,Wild isolate,6.72044718438651
816,seg_01B,gene_10861,Wild isolate,6.72044718438651
817,seg_01B,gene_10875,Wild isolate,6.72044718438651
818,seg_01B,gene_10888,Wild isolate,6.72044718438651
819,seg_01B,gene_10901,Wild isolate,6.72044718438651
820,seg_01B,gene_10915,Wild isolate,6.72044718438651
821,seg_01B,gene_10928,Wild isolate,6.72044718438651
822,seg_01B,gene_10941,Wild isolate,6.72044718438651
823,seg_01B,gene_10955,Wild isolate,6.72044718438651
824,seg_01B,gene_10968,Wild isolate,6.72044718438651
825,seg_01B,gene_10981,Wild isolate,6.72044718438651
826,seg_01B,gene_10995,Wild isolate,6.72044718438651
827,seg_01B,gene_11008,Wild isolate,6.72044718438651
828,seg_01B,gene_11021,Lab strain,6.72044718438651
829,seg_01B,gene_11035,Lab strain,6.72044718438651
830,seg_01B,gene_11048,Lab strain,6.72044718438651
831,seg_01B,gene_11061,Lab strain,6.72044718438651
832,seg_01B,gene_11075,Lab strain,6.72044718438651
833,seg_01B,gene_11088,Lab strain,6.72044718438651
834,seg_01B,gene_11101,Lab strain,6.72044718438651
835,seg_01B,gene_11115,Lab strain,6.72044718438651
836,seg_01B,gene_11128,Lab strain,6.72044718438651
837,seg_01B,gene_11141,Lab strain,6.72044718438651
838,seg_01B,gene_11155,Lab strain,6.72044718438651
839,seg_01B,gene_11168,Lab strain,6.72044718438651
840,seg_01B,gene_11181,Lab strain,6.72044718438651
841,seg_01B,gene_11195,Lab strain,6.72044718438651
842,seg_01B,gene_11208,Wild isolate,6.72044718438651
843,seg_01B,gene_11221,Wild isolate,6.72044718438651
844,seg_01B,gene_11235,Wild isolate,6.72044718438651
845,seg_01B,gene_11248,Wild isolate,6.72044718438651
846,seg_01B,gene_11261,Wild isolate,6.72044718438651
847,seg_01B,gene_11275,Wild isolate,6.72044718438651
848,seg_01B,gene_11288,Wild isolate,6.72044718438651
849,seg_01B,gene_11301,Wild isolate,6.72044718438651
850,seg_01B,gene_11315,Wild isolate,6.72044718438651
851,seg_01B,gene_11328,Wild isolate,6.72044718438651
852,seg_01B,gene_11341,Lab strain,6.72044718438651
853,seg_01B,gene_11355,Lab strain,6.72044718438651
854,seg_01B,gene_11368,Lab strain,6.72044718438651
855,seg_01B,gene_11381,Lab strain,6.72044718438651
856,seg_01B,gene_11395,Lab strain,6.72044718438651
857,seg_01B,gene_11408,Lab strain,6.72044718438651
858,seg_01B,gene_11421,Lab strain,6.72044718438651
859,seg_01B,gene_11434,Lab strain,6.72044718438651
860,seg_01B,gene_11448,Lab strain,6.72044718438651
861,seg_01B,gene_11461,Lab strain,6.72044718438651
862,seg_01B,gene_11474,Lab strain,6.72044718438651
863,seg_01B,gene_11488,Lab strain,6.72044718438651
864,seg_01B,gene_11501,Lab strain,6.72044718438651
865,seg_01B,gene_11514,Lab strain,6.72044718438651
866,seg_01B,gene_11528,Lab strain,6.72044718438651
867,seg_01B,gene_11541,Lab strain,6.72044718438651
868,seg_01B,gene_11554,Lab strain,6.72044718438651
869,seg_01B,gene_11568,Lab strain,6.72044718438651
870,seg_01B,gene_11581,Lab strain,6.72044718438651
871,seg_01B,gene_11594,Lab strain,6.72044718438651
872,seg_01B,gene_11608,Lab strain,6.72044718438651
873,seg_01B,gene_11621,Lab strain,6.72044718438651
874,seg_01B,gene_11634,Lab strain,6.72044718438651
875,seg_01B,gene_11648,Lab strain,6.72044718438651
876,seg_01B,gene_11661,Lab strain,6.72044718438651
877,seg_01B,gene_11674,Lab strain,6.72044718438651
878,seg_01B,gene_11688,Lab strain,6.72044718438651
879,seg_01B,gene_11701,Lab strain,6.72044718438651
880,seg_01B,gene_11714,Lab strain,6.72044718438651
881,seg_01B,gene_11728,Lab strain,6.72044718438651
